LSOA21CD,MSOA21CD
E01032203,E02006716
E01032182,E02006712
E01029804,E02006208
E01032193,E02006710
E01032193,E02006710
E01032193,E02006710
E01032193,E02006710
E01032193,E02006710
E01032193,E02006710
E01032194,E02006713
E01032194,E02006713
E01032196,E02006713
E01032195,E02006713
E01032196,E02006713
E01032194,E02006713
E01032194,E02006713
E01032195,E02006713
E01032195,E02006713
E01032196,E02006713
E01032196,E02006713
E01032197,E02006713
E01032195,E02006713
E01032195,E02006713
E01032197,E02006713
E01032197,E02006713
E01032197,E02006713
E01032197,E02006713
E01032197,E02006713
E01032196,E02006713
E01032194,E02006713
E01032195,E02006713
E01032198,E02006720
E01032198,E02006720
E01032198,E02006720
E01032198,E02006720
E01032198,E02006720
E01032198,E02006720
E01032198,E02006720
E01032199,E02006711
E01032199,E02006711
E01032199,E02006711
E01032199,E02006711
E01032199,E02006711
E01032200,E02006720
E01032200,E02006720
E01032200,E02006720
E01032200,E02006720
E01032200,E02006720
E01032200,E02006720
E01032204,E02006716
E01032202,E02006716
E01029804,E02006208
E01032182,E02006712
E01032212,E02006710
E01029786,E02006214
E01032212,E02006710
E01029806,E02006204
E01032182,E02006712
E01029795,E02006213
E01032212,E02006710
E01029805,E02006209
E01029787,E02006214
E01029816,E02006209
E01032203,E02006716
E01029787,E02006214
E01032201,E02006716
E01029786,E02006214
E01032201,E02006716
E01029785,E02006216
E01032201,E02006716
E01029787,E02006214
E01032201,E02006716
E01029785,E02006216
E01032201,E02006716
E01029787,E02006214
E01032202,E02006716
E01029790,E02006216
E01029790,E02006216
E01029791,E02006216
E01029788,E02006216
E01029791,E02006216
E01029788,E02006216
E01029791,E02006216
E01029790,E02006216
E01029788,E02006216
E01029788,E02006216
E01029790,E02006216
E01029790,E02006216
E01029789,E02006215
E01029789,E02006215
E01029789,E02006215
E01029789,E02006215
E01029793,E02006209
E01029792,E02006209
E01029794,E02006212
E01029793,E02006209
E01029792,E02006209
E01029816,E02006209
E01032182,E02006712
E01029804,E02006208
E01029795,E02006213
E01032212,E02006710
E01029794,E02006212
E01029793,E02006209
E01029792,E02006209
E01029793,E02006209
E01029793,E02006209
E01029794,E02006212
E01029794,E02006212
E01029794,E02006212
E01029794,E02006212
E01029795,E02006213
E01029795,E02006213
E01029796,E02006213
E01029796,E02006213
E01029795,E02006213
E01029796,E02006213
E01029797,E02006204
E01032187,E02006718
E01032212,E02006710
E01029797,E02006204
E01032187,E02006718
E01032212,E02006710
E01032202,E02006716
E01032186,E02006718
E01032186,E02006718
E01032185,E02006718
E01032187,E02006718
E01032186,E02006718
E01032184,E02006718
E01032185,E02006718
E01032186,E02006718
E01032187,E02006718
E01032184,E02006718
E01032187,E02006718
E01032184,E02006718
E01032187,E02006718
E01032184,E02006718
E01032184,E02006718
E01032184,E02006718
E01032185,E02006718
E01032185,E02006718
E01032185,E02006718
E01032189,E02006715
E01032189,E02006715
E01032188,E02006715
E01032189,E02006715
E01032188,E02006715
E01032188,E02006715
E01032188,E02006715
E01032188,E02006715
E01032188,E02006715
E01029816,E02006209
E01029805,E02006209
E01032190,E02006711
E01032190,E02006711
E01032190,E02006711
E01032190,E02006711
E01032190,E02006711
E01032190,E02006711
E01032192,E02006717
E01032191,E02006717
E01032191,E02006717
E01032192,E02006717
E01032192,E02006717
E01032191,E02006717
E01032191,E02006717
E01032192,E02006717
E01032191,E02006717
E01029804,E02006208
E01029804,E02006208
E01029805,E02006209
E01029805,E02006209
E01029808,E02006204
E01029810,E02006204
E01029808,E02006204
E01029807,E02006208
E01029809,E02006204
E01029809,E02006204
E01029809,E02006204
E01029809,E02006204
E01029807,E02006208
E01029809,E02006204
E01029810,E02006204
E01029810,E02006204
E01029810,E02006204
E01029808,E02006204
E01029808,E02006204
E01029807,E02006208
E01029808,E02006204
E01029807,E02006208
E01029812,E02006208
E01029811,E02006208
E01029813,E02006209
E01029812,E02006208
E01029812,E02006208
E01029812,E02006208
E01029812,E02006208
E01029812,E02006208
E01032212,E02006710
E01032202,E02006716
E01029797,E02006204
E01029816,E02006209
E01029811,E02006208
E01029812,E02006208
E01029811,E02006208
E01029811,E02006208
E01029811,E02006208
E01029813,E02006209
E01029813,E02006209
E01029813,E02006209
E01029813,E02006209
E01029815,E02006209
E01029816,E02006209
E01029814,E02006208
E01029815,E02006209
E01032212,E02006710
E01032213,E02006710
E01032213,E02006710
E01032213,E02006710
E01032213,E02006710
E01032213,E02006710
E01032214,E02006710
E01032214,E02006710
E01032213,E02006710
E01032214,E02006710
E01032214,E02006710
E01032214,E02006710
E01032213,E02006710
E01032214,E02006710
E01032214,E02006710
E01032214,E02006710
E01032217,E02006714
E01032217,E02006714
E01032217,E02006714
E01032217,E02006714
E01032215,E02006720
E01032215,E02006720
E01032216,E02006720
E01032216,E02006720
E01032216,E02006720
E01032215,E02006720
E01032217,E02006714
E01032216,E02006720
E01032216,E02006720
E01032215,E02006720
E01032216,E02006720
E01032218,E02006719
E01032218,E02006719
E01032218,E02006719
E01032219,E02006719
E01032219,E02006719
E01032219,E02006719
E01032219,E02006719
E01029815,E02006209
E01032202,E02006716
E01029797,E02006204
E01032219,E02006719
E01032219,E02006719
E01032218,E02006719
E01029814,E02006208
E01029814,E02006208
E01029814,E02006208
E01029814,E02006208
E01029817,E02006210
E01029817,E02006210
E01029817,E02006210
E01029817,E02006210
E01029817,E02006210
E01029817,E02006210
E01029817,E02006210
E01029818,E02006212
E01029819,E02006212
E01029818,E02006212
E01029819,E02006212
E01029818,E02006212
E01029818,E02006212
E01029818,E02006212
E01029819,E02006212
E01029819,E02006212
E01029819,E02006212
E01032179,E02006712
E01032179,E02006712
E01032180,E02006712
E01032179,E02006712
E01032180,E02006712
E01032180,E02006712
E01032180,E02006712
E01032180,E02006712
E01032179,E02006712
E01032179,E02006712
E01032179,E02006712
E01032181,E02006711
E01032181,E02006711
E01032181,E02006711
E01032181,E02006711
E01032181,E02006711
E01032181,E02006711
E01032183,E02006712
E01032183,E02006712
E01032183,E02006712
E01032182,E02006712
E01032202,E02006716
E01029797,E02006204
E01029797,E02006204
E01029799,E02006215
E01029798,E02006215
E01029799,E02006215
E01029799,E02006215
E01029799,E02006215
E01029799,E02006215
E01029800,E02006215
E01029799,E02006215
E01029800,E02006215
E01029798,E02006215
E01029798,E02006215
E01029798,E02006215
E01029800,E02006215
E01029798,E02006215
E01029800,E02006215
E01029798,E02006215
E01029800,E02006215
E01029800,E02006215
E01029799,E02006215
E01029801,E02006210
E01029801,E02006210
E01029801,E02006210
E01029801,E02006210
E01029802,E02006205
E01029802,E02006205
E01029802,E02006205
E01029802,E02006205
E01029802,E02006205
E01029803,E02006210
E01029803,E02006210
E01029803,E02006210
E01029803,E02006210
E01029803,E02006210
E01029803,E02006210
E01029806,E02006204
E01029805,E02006209
E01029804,E02006208
E01029806,E02006204
E01029806,E02006204
E01029806,E02006204
E01032203,E02006716
E01032205,E02006714
E01032205,E02006714
E01032205,E02006714
E01032205,E02006714
E01032205,E02006714
E01032206,E02006714
E01032207,E02006714
E01032207,E02006714
E01032206,E02006714
E01032206,E02006714
E01032207,E02006714
E01032206,E02006714
E01032207,E02006714
E01032207,E02006714
E01032210,E02006719
E01032208,E02006719
E01032208,E02006719
E01032208,E02006719
E01032210,E02006719
E01032210,E02006719
E01032208,E02006719
E01032209,E02006719
E01032208,E02006719
E01032209,E02006719
E01032209,E02006719
E01032210,E02006719
E01032211,E02006717
E01032211,E02006717
E01032211,E02006717
E01032211,E02006717
E01032211,E02006717
E01032334,E02006736
E01032334,E02006736
E01032334,E02006736
E01032334,E02006736
E01032335,E02006736
E01032339,E02006741
E01032339,E02006741
E01032338,E02006741
E01032337,E02006741
E01032338,E02006741
E01032337,E02006741
E01032337,E02006741
E01032338,E02006741
E01032338,E02006741
E01032337,E02006741
E01032339,E02006741
E01032338,E02006741
E01032337,E02006741
E01032338,E02006741
E01032339,E02006741
E01032339,E02006741
E01032340,E02006760
E01032340,E02006760
E01032340,E02006760
E01032341,E02006760
E01032341,E02006760
E01032341,E02006760
E01032340,E02006760
E01032340,E02006760
E01032341,E02006760
E01032342,E02006763
E01034329,E02006761
E01032344,E02006763
E01032344,E02006763
E01034330,E02006761
E01032344,E02006763
E01032344,E02006763
E01034329,E02006761
E01032342,E02006763
E01034330,E02006761
E01034330,E02006761
E01032342,E02006763
E01032342,E02006763
E01034330,E02006761
E01032346,E02006754
E01032346,E02006754
E01032345,E02006754
E01032345,E02006754
E01032345,E02006754
E01032345,E02006754
E01032218,E02006719
E01032284,E02006746
E01033246,E02006740
E01032315,E02006739
E01032316,E02006739
E01032316,E02006739
E01032316,E02006739
E01032317,E02006739
E01032317,E02006739
E01032317,E02006739
E01032317,E02006739
E01032318,E02006742
E01032318,E02006742
E01032318,E02006742
E01032319,E02006742
E01032346,E02006754
E01032323,E02006747
E01032306,E02006743
E01032322,E02006742
E01032318,E02006742
E01032319,E02006742
E01032320,E02006742
E01032321,E02006742
E01032319,E02006742
E01032320,E02006742
E01032320,E02006742
E01032321,E02006742
E01032320,E02006742
E01032322,E02006742
E01032321,E02006742
E01032322,E02006742
E01032321,E02006742
E01032320,E02006742
E01032322,E02006742
E01032322,E02006742
E01032322,E02006742
E01032319,E02006742
E01032318,E02006742
E01032319,E02006742
E01032319,E02006742
E01032323,E02006747
E01032323,E02006747
E01032325,E02006747
E01032325,E02006747
E01032325,E02006747
E01032325,E02006747
E01032326,E02006747
E01032326,E02006747
E01032326,E02006747
E01032325,E02006747
E01032326,E02006747
E01032324,E02006747
E01032324,E02006747
E01032326,E02006747
E01032324,E02006747
E01032323,E02006747
E01032222,E02006715
E01032346,E02006754
E01032307,E02006743
E01032324,E02006747
E01032222,E02006715
E01033247,E02006740
E01032285,E02006744
E01032324,E02006747
E01032283,E02006746
E01033246,E02006740
E01032329,E02006737
E01032283,E02006746
E01032306,E02006743
E01032347,E02006766
E01032298,E02006734
E01032220,E02006715
E01032327,E02006737
E01032283,E02006746
E01032307,E02006743
E01032347,E02006766
E01032297,E02006734
E01032222,E02006715
E01032328,E02006737
E01032283,E02006746
E01032306,E02006743
E01032347,E02006766
E01032297,E02006734
E01032222,E02006715
E01032329,E02006737
E01032285,E02006744
E01032285,E02006744
E01032285,E02006744
E01032287,E02006745
E01032290,E02006745
E01032288,E02006745
E01032289,E02006745
E01032290,E02006745
E01032289,E02006745
E01032289,E02006745
E01032290,E02006745
E01032290,E02006745
E01032290,E02006745
E01032288,E02006745
E01032286,E02006745
E01032287,E02006745
E01032287,E02006745
E01032287,E02006745
E01032288,E02006745
E01032286,E02006745
E01032287,E02006745
E01032289,E02006745
E01032288,E02006745
E01032288,E02006745
E01032286,E02006745
E01032289,E02006745
E01032294,E02006744
E01034324,E02006746
E01033246,E02006740
E01032292,E02006744
E01033249,E02006744
E01033246,E02006740
E01032292,E02006744
E01033249,E02006744
E01033248,E02006744
E01032292,E02006744
E01032292,E02006744
E01033249,E02006744
E01032294,E02006744
E01032294,E02006744
E01032292,E02006744
E01032294,E02006744
E01032294,E02006744
E01034323,E02006746
E01032300,E02006734
E01032307,E02006743
E01032348,E02006766
E01032327,E02006737
E01032328,E02006737
E01032328,E02006737
E01032328,E02006737
E01032329,E02006737
E01032329,E02006737
E01032299,E02006734
E01032348,E02006766
E01032309,E02006743
E01032222,E02006715
E01032309,E02006743
E01032309,E02006743
E01032220,E02006715
E01032298,E02006734
E01032309,E02006743
E01032347,E02006766
E01032328,E02006737
E01032220,E02006715
E01032299,E02006734
E01032308,E02006746
E01032309,E02006743
E01032308,E02006746
E01032308,E02006746
E01032308,E02006746
E01032305,E02006743
E01032306,E02006743
E01032305,E02006743
E01032305,E02006743
E01032306,E02006743
E01032305,E02006743
E01032307,E02006743
E01032307,E02006743
E01032310,E02006738
E01032310,E02006738
E01032310,E02006738
E01032311,E02006738
E01032311,E02006738
E01032312,E02006737
E01032312,E02006737
E01032312,E02006737
E01032311,E02006738
E01032311,E02006738
E01032311,E02006738
E01032312,E02006737
E01032313,E02006738
E01032313,E02006738
E01032313,E02006738
E01032313,E02006738
E01032312,E02006737
E01032310,E02006738
E01032310,E02006738
E01032315,E02006739
E01032316,E02006739
E01032317,E02006739
E01032314,E02006739
E01032314,E02006739
E01032315,E02006739
E01032314,E02006739
E01032314,E02006739
E01032300,E02006734
E01032329,E02006737
E01032348,E02006766
E01032348,E02006766
E01032349,E02006760
E01032350,E02006760
E01032350,E02006760
E01032350,E02006760
E01032329,E02006737
E01032300,E02006734
E01032220,E02006715
E01032220,E02006715
E01032221,E02006715
E01032221,E02006715
E01032221,E02006715
E01032221,E02006715
E01032223,E02006711
E01032223,E02006711
E01032327,E02006737
E01032223,E02006711
E01032299,E02006734
E01032329,E02006737
E01032349,E02006760
E01032223,E02006711
E01032299,E02006734
E01032300,E02006734
E01032296,E02006734
E01032299,E02006734
E01032300,E02006734
E01032296,E02006734
E01032296,E02006734
E01032296,E02006734
E01032296,E02006734
E01032297,E02006734
E01032298,E02006734
E01032297,E02006734
E01032297,E02006734
E01032298,E02006734
E01032297,E02006734
E01032298,E02006734
E01032298,E02006734
E01032302,E02006738
E01032301,E02006738
E01032301,E02006738
E01032301,E02006738
E01032301,E02006738
E01032302,E02006738
E01032302,E02006738
E01032301,E02006738
E01032302,E02006738
E01032304,E02006735
E01032304,E02006735
E01032304,E02006735
E01032304,E02006735
E01032304,E02006735
E01032303,E02006735
E01032303,E02006735
E01032303,E02006735
E01032303,E02006735
E01032308,E02006746
E01032305,E02006743
E01032349,E02006760
E01032349,E02006760
E01032349,E02006760
E01032349,E02006760
E01032351,E02006765
E01032353,E02006765
E01032351,E02006765
E01032353,E02006765
E01032351,E02006765
E01032351,E02006765
E01032223,E02006711
E01032353,E02006765
E01032353,E02006765
E01032223,E02006711
E01032351,E02006765
E01032327,E02006737
E01032327,E02006737
E01032330,E02006736
E01032332,E02006735
E01032332,E02006735
E01032331,E02006735
E01032331,E02006735
E01032330,E02006736
E01032223,E02006711
E01032330,E02006736
E01032351,E02006765
E01032279,E02006737
E01032332,E02006735
E01032331,E02006735
E01032332,E02006735
E01032330,E02006736
E01032331,E02006735
E01032333,E02006738
E01032333,E02006738
E01032333,E02006738
E01032330,E02006736
E01032331,E02006735
E01032332,E02006735
E01032334,E02006736
E01032335,E02006736
E01032336,E02006736
E01032336,E02006736
E01032336,E02006736
E01032336,E02006736
E01032336,E02006736
E01032335,E02006736
E01032335,E02006736
E01032334,E02006736
E01032334,E02006736
E01032335,E02006736
E01032281,E02006740
E01032351,E02006765
E01032279,E02006737
E01032353,E02006765
E01032279,E02006737
E01032353,E02006765
E01032280,E02006740
E01032352,E02006765
E01032352,E02006765
E01032352,E02006765
E01032352,E02006765
E01032352,E02006765
E01032352,E02006765
E01034325,E02006748
E01034326,E02006748
E01034326,E02006748
E01034326,E02006748
E01034326,E02006748
E01034325,E02006748
E01032356,E02006756
E01032356,E02006756
E01032356,E02006756
E01032356,E02006756
E01032355,E02006756
E01032355,E02006756
E01032280,E02006740
E01032281,E02006740
E01032282,E02006740
E01032279,E02006737
E01032281,E02006740
E01032282,E02006740
E01032281,E02006740
E01032282,E02006740
E01032281,E02006740
E01032282,E02006740
E01032282,E02006740
E01032280,E02006740
E01032280,E02006740
E01032280,E02006740
E01032280,E02006740
E01032284,E02006746
E01032285,E02006744
E01032284,E02006746
E01032285,E02006744
E01032284,E02006746
E01032284,E02006746
E01032284,E02006746
E01032283,E02006746
E01032377,E02006761
E01032355,E02006756
E01032376,E02006762
E01032357,E02006751
E01032376,E02006762
E01032358,E02006751
E01032376,E02006762
E01032357,E02006751
E01032376,E02006762
E01032358,E02006751
E01032409,E02006759
E01034329,E02006761
E01032376,E02006762
E01032357,E02006751
E01032386,E02006748
E01032409,E02006759
E01029744,E02006190
E01032378,E02006761
E01032415,E02006758
E01032365,E02006751
E01032358,E02006751
E01032387,E02006748
E01032397,E02006764
E01032408,E02006759
E01029734,E02006203
E01032377,E02006761
E01032415,E02006758
E01032358,E02006751
E01032367,E02006751
E01032397,E02006764
E01029734,E02006203
E01032379,E02006763
E01032367,E02006751
E01029734,E02006203
E01032397,E02006764
E01032358,E02006751
E01032378,E02006761
E01032408,E02006759
E01032386,E02006748
E01032357,E02006751
E01032386,E02006748
E01032360,E02006750
E01032386,E02006748
E01032409,E02006759
E01032361,E02006750
E01032396,E02006762
E01032388,E02006760
E01029735,E02006203
E01032379,E02006763
E01032408,E02006759
E01032378,E02006761
E01032367,E02006751
E01032361,E02006750
E01032398,E02006764
E01032388,E02006760
E01029735,E02006203
E01034329,E02006761
E01032408,E02006759
E01032409,E02006759
E01032406,E02006759
E01032405,E02006759
E01032406,E02006759
E01032410,E02006757
E01032410,E02006757
E01032410,E02006757
E01032410,E02006757
E01032411,E02006757
E01032411,E02006757
E01032411,E02006757
E01032411,E02006757
E01032413,E02006766
E01032413,E02006766
E01032413,E02006766
E01032412,E02006766
E01032412,E02006766
E01032412,E02006766
E01032412,E02006766
E01032412,E02006766
E01032414,E02006758
E01032414,E02006758
E01032414,E02006758
E01032414,E02006758
E01032415,E02006758
E01032415,E02006758
E01032414,E02006758
E01032415,E02006758
E01032417,E02006754
E01032416,E02006755
E01032416,E02006755
E01032416,E02006755
E01032416,E02006755
E01032417,E02006754
E01032417,E02006754
E01032417,E02006754
E01032417,E02006754
E01032417,E02006754
E01032589,E02006807
E01032590,E02006808
E01032591,E02006809
E01029744,E02006190
E01029744,E02006190
E01034329,E02006761
E01032389,E02006760
E01032365,E02006751
E01032378,E02006761
E01032365,E02006751
E01029637,E02006179
E01032388,E02006760
E01032361,E02006750
E01032397,E02006764
E01032388,E02006760
E01032359,E02006750
E01029637,E02006179
E01032365,E02006751
E01032377,E02006761
E01029703,E02006188
E01032379,E02006763
E01032379,E02006763
E01029703,E02006188
E01032381,E02006764
E01032366,E02006752
E01029703,E02006188
E01029614,E02006181
E01032359,E02006750
E01032379,E02006763
E01032401,E02006748
E01032365,E02006751
E01032389,E02006760
E01032381,E02006764
E01032389,E02006760
E01032370,E02006749
E01032401,E02006748
E01032359,E02006750
E01029614,E02006181
E01029744,E02006190
E01034051,E02006201
E01032371,E02006749
E01032389,E02006760
E01034048,E02006197
E01029647,E02006175
E01032359,E02006750
E01032360,E02006750
E01032359,E02006750
E01032360,E02006750
E01032360,E02006750
E01032359,E02006750
E01032359,E02006750
E01032360,E02006750
E01032361,E02006750
E01032360,E02006750
E01032361,E02006750
E01032361,E02006750
E01032364,E02006752
E01032363,E02006752
E01032364,E02006752
E01032364,E02006752
E01032368,E02006749
E01032363,E02006752
E01032389,E02006760
E01029647,E02006175
E01032381,E02006764
E01034051,E02006201
E01032401,E02006748
E01032379,E02006763
E01032401,E02006748
E01029756,E02006190
E01032381,E02006764
E01032400,E02006753
E01032400,E02006753
E01032399,E02006753
E01032400,E02006753
E01032399,E02006753
E01032400,E02006753
E01032399,E02006753
E01032399,E02006753
E01032400,E02006753
E01032399,E02006753
E01032399,E02006753
E01032400,E02006753
E01032403,E02006756
E01032402,E02006756
E01032402,E02006756
E01032403,E02006756
E01032403,E02006756
E01032402,E02006756
E01032402,E02006756
E01032403,E02006756
E01032404,E02006753
E01032404,E02006753
E01032404,E02006753
E01032404,E02006753
E01032404,E02006753
E01032404,E02006753
E01032404,E02006753
E01032408,E02006759
E01032406,E02006759
E01032405,E02006759
E01032406,E02006759
E01032406,E02006759
E01032391,E02006758
E01032368,E02006749
E01034327,E02006752
E01029657,E02006174
E01032405,E02006759
E01032406,E02006759
E01032405,E02006759
E01032407,E02006759
E01032407,E02006759
E01032407,E02006759
E01032407,E02006759
E01032407,E02006759
E01032390,E02006758
E01032391,E02006758
E01032391,E02006758
E01032390,E02006758
E01032391,E02006758
E01032390,E02006758
E01032390,E02006758
E01032394,E02006755
E01032394,E02006755
E01032394,E02006755
E01032392,E02006755
E01032392,E02006755
E01032392,E02006755
E01032392,E02006755
E01032395,E02006754
E01032395,E02006754
E01032395,E02006754
E01032393,E02006755
E01032393,E02006755
E01032393,E02006755
E01032393,E02006755
E01032364,E02006752
E01032392,E02006755
E01032381,E02006764
E01032364,E02006752
E01034327,E02006752
E01034327,E02006752
E01032363,E02006752
E01032363,E02006752
E01032363,E02006752
E01032366,E02006752
E01032365,E02006751
E01032366,E02006752
E01032366,E02006752
E01032366,E02006752
E01032367,E02006751
E01032367,E02006751
E01032366,E02006752
E01029647,E02006175
E01029750,E02006194
E01032368,E02006749
E01032368,E02006749
E01032369,E02006749
E01032369,E02006749
E01032369,E02006749
E01032370,E02006749
E01032369,E02006749
E01032370,E02006749
E01032370,E02006749
E01032371,E02006749
E01032371,E02006749
E01032371,E02006749
E01032371,E02006749
E01032372,E02006766
E01032373,E02006766
E01032372,E02006766
E01032373,E02006766
E01032373,E02006766
E01032373,E02006766
E01032372,E02006766
E01032372,E02006766
E01032372,E02006766
E01032374,E02006765
E01032375,E02006757
E01032375,E02006757
E01032375,E02006757
E01032374,E02006765
E01032375,E02006757
E01032374,E02006765
E01032374,E02006765
E01032374,E02006765
E01032378,E02006761
E01032377,E02006761
E01032377,E02006761
E01032378,E02006761
E01032377,E02006761
E01032377,E02006761
E01029750,E02006194
E01029657,E02006174
E01032380,E02006763
E01032393,E02006755
E01029756,E02006190
E01029756,E02006190
E01029699,E02006197
E01029699,E02006197
E01010178,E02002093
E01010178,E02002093
E01010233,E02002096
E01010232,E02002095
E01010178,E02002093
E01010232,E02002095
E01010232,E02002095
E01010127,E02002088
E01010127,E02002088
E01010127,E02002088
E01032885,E02002109
E01032885,E02002109
E01032885,E02002109
E01032885,E02002109
E01032885,E02002109
E01032885,E02002109
E01032886,E02002109
E01032886,E02002109
E01010181,E02002109
E01032886,E02002109
E01010181,E02002109
E01032886,E02002109
E01010181,E02002109
E01010233,E02002096
E01029693,E02006196
E01029693,E02006196
E01029750,E02006194
E01029699,E02006197
E01034050,E02006198
E01034328,E02006752
E01032380,E02006763
E01029657,E02006174
E01032394,E02006755
E01032395,E02006754
E01032396,E02006762
E01032398,E02006764
E01032398,E02006764
E01032398,E02006764
E01032396,E02006762
E01032396,E02006762
E01032398,E02006764
E01032398,E02006764
E01032396,E02006762
E01032397,E02006764
E01014268,E02002958
E01032380,E02006763
E01014268,E02002958
E01014267,E02002957
E01014268,E02002958
E01014267,E02002957
E01014301,E02002975
E01014229,E02002967
E01014229,E02002967
E01014252,E02002959
E01034052,E02002959
E01034052,E02002959
E01034052,E02002959
E01014285,E02002965
E01014285,E02002965
E01014285,E02002965
E01034053,E02002959
E01032380,E02006763
E01014283,E02002966
E01032381,E02006764
E01014283,E02002966
E01032380,E02006763
E01032383,E02006757
E01032382,E02006757
E01032382,E02006757
E01032383,E02006757
E01032382,E02006757
E01032383,E02006757
E01032382,E02006757
E01032382,E02006757
E01032383,E02006757
E01032383,E02006757
E01032383,E02006757
E01032384,E02006762
E01032385,E02006762
E01032384,E02006762
E01032385,E02006762
E01032385,E02006762
E01032385,E02006762
E01032384,E02006762
E01032387,E02006748
E01032387,E02006748
E01032387,E02006748
E01032387,E02006748
E01032386,E02006748
E01014229,E02002967
E01014360,E02002952
E01014264,E02002951
E01014264,E02002951
E01014264,E02002951
E01014360,E02002952
E01014360,E02002952
E01014283,E02002966
E01014267,E02002957
E01014267,E02002957
E01014335,E02002954
E01014335,E02002954
E01014335,E02002954
E01034058,E02002982
E01014268,E02002958
E01034052,E02002959
E01014252,E02002959
E01034054,E02002966
E01034056,E02002966
E01014310,E02002981
E01014301,E02002975
E01034055,E02002966
E01014310,E02002981
E01034059,E02002982
E01032209,E02006719
E01032209,E02006719
E01032189,E02006715
E01032315,E02006739
E01032315,E02006739
E01033246,E02006740
E01033247,E02006740
E01033248,E02006744
E01032333,E02006738
E01032333,E02006738
E01032333,E02006738
E01033249,E02006744
E01033248,E02006744
E01034323,E02006746
E01033248,E02006744
E01034324,E02006746
E01033248,E02006744
E01034323,E02006746
E01029801,E02006210
E01029813,E02006209
E01029813,E02006209
E01029819,E02006212
E01029792,E02006209
E01029792,E02006209
E01029792,E02006209
E01029792,E02006209
E01029813,E02006209
E01029586,E02006158
E01029586,E02006158
E01029551,E02006171
E01029551,E02006171
E01029572,E02006173
E01029572,E02006173
E01029576,E02006169
E01029576,E02006169
E01029576,E02006169
E01029576,E02006169
E01029554,E02006167
E01029586,E02006158
E01009080,E02007038
E01033557,E02006895
E01009284,E02001922
E01034946,E02006896
E01009100,E02001851
E01009360,E02001873
E01009360,E02001873
E01009479,E02001874
E01033561,E02001876
E01033562,E02001913
E01033564,E02006897
E01033565,E02006898
E01033564,E02006897
E01033564,E02006897
E01033559,E02001875
E01033559,E02001875
E01033616,E02006896
E01033615,E02006896
E01033618,E02006898
E01033618,E02006898
E01033615,E02006896
E01034946,E02006896
E01033557,E02006895
E01033564,E02006897
E01033564,E02006897
E01009097,E02001855
E01008995,E02006895
E01033616,E02006896
E01033618,E02006898
E01009200,E02006900
E01033561,E02001876
E01009345,E02001879
E01033559,E02001875
E01033623,E02006899
E01033565,E02006898
E01033620,E02006899
E01033625,E02006899
E01033625,E02006899
E01033618,E02006898
E01009264,E02001858
E01033626,E02006895
E01033618,E02006898
E01033618,E02006898
E01033626,E02006895
E01008995,E02006895
E01033624,E02006895
E01033625,E02006899
E01033627,E02006898
E01034946,E02006896
E01033626,E02006895
E01033624,E02006895
E01008899,E02001863
E01033557,E02006895
E01032405,E02006759
E01033623,E02006899
E01034946,E02006896
E01009284,E02001922
E01029554,E02006167
E01009437,E02001832
E01009262,E02006809
E01009446,E02001831
E01009446,E02001831
E01009446,E02001831
E01009081,E02007038
E01009487,E02001870
E01009487,E02001870
E01009146,E02006897
E01033624,E02006895
E01009375,E02001909
E01034915,E02001849
E01009390,E02001919
E01009390,E02001919
E01009100,E02001851
E01009056,E02001858
E01033630,E02001857
E01034940,E02001922
E01033620,E02006899
E01029645,E02006186
E01034931,E02001877
E01034932,E02001877
E01009375,E02001909
E01009360,E02001873
E01033567,E02006896
E01009146,E02006897
E01034940,E02001922
E01033622,E02006899
E01009145,E02001886
E01033615,E02006896
E01009080,E02007038
E01034932,E02001877
E01009262,E02006809
E01033623,E02006899
E01033622,E02006899
E01033623,E02006899
E01008992,E02001905
E01008992,E02001905
E01009083,E02007038
E01009159,E02001956
E01009056,E02001858
E01009056,E02001858
E01033630,E02001857
E01009358,E02001873
E01009360,E02001873
E01009345,E02001879
E01009514,E02001888
E01029611,E02006165
E01034323,E02006746
E01009145,E02001886
E01009200,E02006900
E01033629,E02001932
E01008974,E02001944
E01009290,E02001922
E01029791,E02006216
E01032399,E02006753
E01029645,E02006186
E01032282,E02006740
E01033565,E02006898
E01029641,E02006177
E01034054,E02002966
E01009109,E02001949
E01032384,E02006762
E01008895,E02001915
E01029658,E02006174
E01029743,E02006193
E01014281,E02002965
E01032401,E02006748
E01009100,E02001851
E01029641,E02006177
E01029754,E02006191
E01014282,E02002966
E01032337,E02006741
E01009264,E02001858
E01029628,E02006182
E01029745,E02006190
E01029602,E02006168
E01032286,E02006745
E01032409,E02006759
E01032397,E02006764
E01032385,E02006762
E01032189,E02006715
E01034328,E02006752
E01034328,E02006752
E01032385,E02006762
E01032337,E02006741
E01032385,E02006762
E01034328,E02006752
E01032192,E02006717
E01032327,E02006737
E01032192,E02006717
E01032200,E02006720
E01032200,E02006720
E01032286,E02006745
E01034323,E02006746
E01032321,E02006742
E01032401,E02006748
E01032191,E02006717
E01034323,E02006746
E01032355,E02006756
E01034324,E02006746
E01034324,E02006746
E01032385,E02006762
E01032342,E02006763
E01034323,E02006746
E01032399,E02006753
E01032286,E02006745
E01032182,E02006712
E01032405,E02006759
E01032411,E02006757
E01032397,E02006764
E01032327,E02006737
E01032321,E02006742
E01032282,E02006740
E01032342,E02006763
