msoa21cd,msoa21nm,area_sqm,area_km2,centroid_lat,centroid_lon,lad22cd,age_0_15,age_16_24,age_25_44,age_45_64,age_65_plus,population,households,income_primary,urban_rural,imd_score,region,population_density
E02000001,City of London 001,2892549.7779159546,2.8925497779159546,51.514844397957575,-0.09206114914753215,E09000001,580,1150,3484,2161,1204,8579,4914,64385,Urban: Nearer to a major town or city,7.833333333333333,London,2965.8953721380935
E02000002,Barking and Dagenham 001,2166168.4822769165,2.1661684822769165,51.58827425472351,0.1394997287292435,E09000002,57127,25050,68982,48677,19027,218863,73902,46897,Urban: Nearer to a major town or city,3.0782608695652174,London,101036.92385457818
E02000003,Barking and Dagenham 002,2143847.832588196,2.143847832588196,51.57492637320022,0.14092340420341024,E09000002,57127,25050,68982,48677,19027,218863,73902,49937,Urban: Nearer to a major town or city,3.0782608695652174,London,102088.8687495017
E02000004,Barking and Dagenham 003,2491466.7357025146,2.491466735702515,51.55548004485124,0.1768571521576981,E09000002,57127,25050,68982,48677,19027,218863,73902,45929,Urban: Nearer to a major town or city,3.0782608695652174,London,87845.04198418991
E02000005,Barking and Dagenham 004,1186371.9980773926,1.1863719980773926,51.56142220838244,0.14335188057845608,E09000002,57127,25050,68982,48677,19027,218863,73902,45140,Urban: Nearer to a major town or city,3.0782608695652174,London,184480.92196603122
E02000007,Barking and Dagenham 006,1733846.6824798584,1.7338466824798584,51.558087504345,0.15735398571750261,E09000002,57127,25050,68982,48677,19027,218863,73902,42816,Urban: Nearer to a major town or city,3.0782608695652174,London,126229.730812743
E02000008,Barking and Dagenham 007,1419514.8071212769,1.4195148071212769,51.55264634037522,0.135325462746249,E09000002,57127,25050,68982,48677,19027,218863,73902,45216,Urban: Nearer to a major town or city,3.0782608695652174,London,154181.55478338827
E02000009,Barking and Dagenham 008,964960.8661956787,0.9649608661956787,51.55157576448578,0.11834755241604172,E09000002,57127,25050,68982,48677,19027,218863,73902,47561,Urban: Nearer to a major town or city,3.0782608695652174,London,226810.23414230155
E02000010,Barking and Dagenham 009,1118598.7671661377,1.1185987671661377,51.54687448077647,0.14841065520420044,E09000002,57127,25050,68982,48677,19027,218863,73902,44567,Urban: Nearer to a major town or city,3.0782608695652174,London,195658.18095300457
E02000011,Barking and Dagenham 010,1604458.779335022,1.604458779335022,51.54529348002514,0.16917433511151972,E09000002,57127,25050,68982,48677,19027,218863,73902,47571,Urban: Nearer to a major town or city,3.0782608695652174,London,136409.238316929
E02000012,Barking and Dagenham 011,1299748.3888626099,1.2997483888626098,51.5441507461414,0.09882353834641056,E09000002,57127,25050,68982,48677,19027,218863,73902,50582,Urban: Nearer to a major town or city,3.0782608695652174,London,168388.74498742307
E02000013,Barking and Dagenham 012,1302284.923072815,1.3022849230728148,51.54338778241579,0.12245186588769921,E09000002,57127,25050,68982,48677,19027,218863,73902,43525,Urban: Nearer to a major town or city,3.0782608695652174,London,168060.7646778098
E02000014,Barking and Dagenham 013,1194563.46824646,1.1945634682464599,51.54028882062346,0.14406594760376845,E09000002,57127,25050,68982,48677,19027,218863,73902,43212,Urban: Nearer to a major town or city,3.0782608695652174,London,183215.8824689963
E02000015,Barking and Dagenham 014,1359165.9690551758,1.3591659690551758,51.53703794202908,0.16251977812145926,E09000002,57127,25050,68982,48677,19027,218863,73902,42952,Urban: Nearer to a major town or city,3.0782608695652174,London,161027.4278366038
E02000016,Barking and Dagenham 015,881575.6425094604,0.8815756425094604,51.539391037689775,0.0754321721126675,E09000002,57127,25050,68982,48677,19027,218863,73902,49134,Urban: Nearer to a major town or city,3.0782608695652174,London,248263.4381514815
E02000017,Barking and Dagenham 016,878369.7095870972,0.8783697095870971,51.54045884655159,0.0871554661990952,E09000002,57127,25050,68982,48677,19027,218863,73902,46738,Urban: Nearer to a major town or city,3.0782608695652174,London,249169.5667680558
E02000018,Barking and Dagenham 017,1363341.3607788086,1.3633413607788085,51.53857502586244,0.11179378097824794,E09000002,57127,25050,68982,48677,19027,218863,73902,42395,Urban: Nearer to a major town or city,3.0782608695652174,London,160534.2625818779
E02000019,Barking and Dagenham 018,3039849.1224365234,3.0398491224365234,51.5288124717764,0.13460860281197345,E09000002,57127,25050,68982,48677,19027,218863,73902,47540,Urban: Nearer to a major town or city,3.0782608695652174,London,71997.98121051982
E02000020,Barking and Dagenham 019,3400959.7918395996,3.4009597918395995,51.524715917042286,0.10462031784841497,E09000002,57127,25050,68982,48677,19027,218863,73902,49527,Urban: Nearer to a major town or city,3.0782608695652174,London,64353.30418346866
E02000021,Barking and Dagenham 020,2873941.5054779053,2.873941505477905,51.52457668643001,0.15375653206662312,E09000002,57127,25050,68982,48677,19027,218863,73902,46475,Urban: Nearer to a major town or city,3.0782608695652174,London,76154.29875063009
E02000022,Barking and Dagenham 021,756062.4545516968,0.7560624545516967,51.5321054570043,0.08021199790233498,E09000002,57127,25050,68982,48677,19027,218863,73902,46950,Urban: Nearer to a major town or city,3.0782608695652174,London,289477.4084897175
E02000023,Barking and Dagenham 022,1741570.139175415,1.741570139175415,51.527845908942844,0.11273771266277229,E09000002,57127,25050,68982,48677,19027,218863,73902,50486,Urban: Nearer to a major town or city,3.0782608695652174,London,125669.93144681818
E02000024,Barnet 001,3757565.61579895,3.75756561579895,51.658032217062335,-0.20275081486001773,E09000003,79990,39034,119093,95123,56100,389340,148917,58972,Urban: Nearer to a major town or city,5.504545454545455,London,103614.95707832552
E02000025,Barnet 002,2402321.9678268433,2.4023219678268433,51.65515160976329,-0.18035011506269097,E09000003,79990,39034,119093,95123,56100,389340,148917,50246,Urban: Nearer to a major town or city,5.504545454545455,London,162068.201187953
E02000026,Barnet 003,1469170.8336486816,1.4691708336486817,51.64787477807681,-0.15590250629461405,E09000003,79990,39034,119093,95123,56100,389340,148917,54471,Urban: Nearer to a major town or city,5.504545454545455,London,265006.6221591639
E02000027,Barnet 004,1675931.6062698364,1.6759316062698364,51.64538069057017,-0.20331517847548528,E09000003,79990,39034,119093,95123,56100,389340,148917,53131,Urban: Nearer to a major town or city,5.504545454545455,London,232312.5827709425
E02000028,Barnet 005,1052969.7787780762,1.052969778778076,51.644249497670344,-0.17790648398032102,E09000003,79990,39034,119093,95123,56100,389340,148917,56999,Urban: Nearer to a major town or city,5.504545454545455,London,369754.20173199225
E02000029,Barnet 006,1686763.4160079956,1.6867634160079956,51.642475611962986,-0.16243186332664936,E09000003,79990,39034,119093,95123,56100,389340,148917,53897,Urban: Nearer to a major town or city,5.504545454545455,London,230820.75192348994
E02000030,Barnet 007,14574859.853294373,14.574859853294372,51.63840701348505,-0.22777392554952053,E09000003,79990,39034,119093,95123,56100,389340,148917,57190,Urban: Nearer to a major town or city,5.504545454545455,London,26713.12135546861
E02000031,Barnet 008,1946612.3647460938,1.9466123647460938,51.632778057568835,-0.17382740180970566,E09000003,79990,39034,119093,95123,56100,389340,148917,59222,Urban: Nearer to a major town or city,5.504545454545455,London,200009.0038731381
E02000032,Barnet 009,1404780.9824676514,1.4047809824676514,51.63146157656627,-0.13985605035501833,E09000003,79990,39034,119093,95123,56100,389340,148917,56437,Urban: Nearer to a major town or city,5.504545454545455,London,277153.52418572875
E02000033,Barnet 010,1775970.575553894,1.7759705755538941,51.62633885968743,-0.14878833927688395,E09000003,79990,39034,119093,95123,56100,389340,148917,48060,Urban: Nearer to a major town or city,5.504545454545455,London,219226.60507963185
E02000034,Barnet 011,1549344.440750122,1.549344440750122,51.62264070114186,-0.1657470892659929,E09000003,79990,39034,119093,95123,56100,389340,148917,52900,Urban: Nearer to a major town or city,5.504545454545455,London,251293.37916073672
E02000035,Barnet 012,1303991.2473144531,1.303991247314453,51.62202127656322,-0.18377704485249877,E09000003,79990,39034,119093,95123,56100,389340,148917,52953,Urban: Nearer to a major town or city,5.504545454545455,London,298575.6237258792
E02000036,Barnet 013,1780466.028892517,1.7804660288925171,51.62305475763908,-0.2631996879625422,E09000003,79990,39034,119093,95123,56100,389340,148917,52100,Urban: Nearer to a major town or city,5.504545454545455,London,218673.08540684526
E02000037,Barnet 014,4330306.134284973,4.330306134284974,51.62868756931435,-0.28410655521479194,E09000003,79990,39034,119093,95123,56100,389340,148917,59028,Urban: Nearer to a major town or city,5.504545454545455,London,89910.50238167247
E02000038,Barnet 015,1762689.923149109,1.7626899231491089,51.61547864423143,-0.15511516938485423,E09000003,79990,39034,119093,95123,56100,389340,148917,53398,Urban: Nearer to a major town or city,5.504545454545455,London,220878.32629373073
E02000039,Barnet 016,2124988.9625167847,2.1249889625167846,51.61537496728448,-0.24200925129305773,E09000003,79990,39034,119093,95123,56100,389340,148917,58265,Urban: Nearer to a major town or city,5.504545454545455,London,183219.7751930322
E02000040,Barnet 017,5159981.440246582,5.1599814402465825,51.61724703264258,-0.21783524096493662,E09000003,79990,39034,119093,95123,56100,389340,148917,54872,Urban: Nearer to a major town or city,5.504545454545455,London,75453.75976805731
